concept_id,concept_name,status,concept_oid,last_update_date,last_update_note,concept_type,content_source,external_source_detail,concept_scope,value_set_search_notes,code,code_description,coding_system_id,coding_system_version
99,Diverticulitis of Large Intestine,reviewed,,2024-04-26,,condition,Tuva-developed,,"Included:
1. Diverticulitis of any part of the large intestine

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Diverticulitis of any anatomic structure other than the large intestine
2. Diverticulitis of unspecified portion of the intestinal tract","Candidate codes were identified for review based on ""contains"" searches for:
1. divertic

And ICD-10-CM code ranges: K57*",4494009,Diverticulitis of large intestine (disorder),1,http://snomed.info/sct/731000124108/version/20240301
100,Ectopic Pregnancy,reviewed,,2024-04-26,,condition,Tuva-developed,,"Included:
1. Pregnancy in any ectopic location (i.e. not implanted in a normal uterine location), including tubal, ovarian, abdominal, cervical, etc.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Concepts that indicate either ""ectopic or molar"" pregnancy, since in those cases, the patient may not have an ectopic pregnancy.
2. Prior history of an ectopic pregnancy, since this is not a chronic condition.","Candidate codes were identified for review based on ""contains"" searches for:
1. ectopi
2. tubal
2. (preg OR gestat) AND tub
3. (preg OR gestat) AND ovar
4. (preg OR gestat) AND abd
5. (preg OR gestat) AND periton
6. (preg OR gestat) AND cerv
7. (preg OR gestat) AND ang
8. (preg OR gestat) AND corn
9. (preg OR gestat) AND ligamen
10. (preg OR gestat) AND intramur
11. (preg OR gestat) AND membran
12. (preg OR gestat) AND mesent
13. (preg OR gestat) AND mesometr
14. (preg or gestat) AND implant

And ICD-10-CM code ranges: O00*, O36.7",34801009,Ectopic pregnancy (disorder),1,http://snomed.info/sct/731000124108/version/20240301
101,Endocarditis,reviewed,,2024-04-26,,condition,Tuva-developed,,"Included:
1. Endocarditis, due to any cause, including infectious and non-infectious endocarditis.","Candidate codes were identified for review based on ""contains"" searches for:
1. endocard

And ICD-10-CM code ranges: I33*",56819008,Endocarditis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
102,Endometrial Cancer,reviewed,,2024-04-26,,condition,Tuva-developed,,"Included:
1. Primary malignant neoplasm of endometrium
2. Primary carcinoma in situ of endometrium
3. Assertions of malignant neoplasm, or carcinoma in situ, of of endometrium, without assertions as to whether primary or secondary.

Not included-Any of the following without assertion of one of the conditions in the """"included"""" list above:
1. Hyperplasia or dysplasia of the endometrium
2. Neoplasms of the endometrium that are not specified as malignant, including neoplasms of ""uncertain behavior"".
3. Unspecified ""intraepithelial neoplasia"" of the endometrium","Candidate codes were identified for review based on ""contains"" searches for:
1. endomet",,,,
103,Endometriosis,reviewed,,2024-04-26,,condition,Tuva-developed,,"Included:
1. Endometriosis of any anatomic location

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Adenomyosis, which is considered a distinct (though in some respects similar) condition.","Candidate codes were identified for review based on ""contains"" searches for:
1. endomet

And ICD-10-CM code ranges: N80*",129103003,Endometriosis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
104,Epilepsy and Seizure Disorders,reviewed,,2024-04-26,,condition,Tuva-developed,,"Included:
1. Epilepsy or ""epileptic syndromes"" of any type
2. Disorders that involve recurrent seizures as a definitional component

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Isolated seizure(s), or references to seizures without assertion of whether or not they are part of a condition characterized by recurrent seizures.
2. Seizure(s) related to identified cause that does not imply a chronic recurrent condition, e.g. seizure due to fever, drug intoxication, trauma, or metabolic disorder
3. Disorders that may involve seizures but not as a necessary definitional component of the condition, such as alcohol withdrawal.
4. Electroencephalographic abnormalities without clinical seizures
5. Therapeutic use of anti-epileptic or anticonvulsant medication, since such medication may be used for other conditions.
6. Disorders characterized by factitious seizures or ""pseudoseizures"".
7. Isolated myoclonus","Candidate codes were identified for review based on ""contains"" searches for:
1. epilep
2. seizur
3. convul
4. spasm
5. lennox
6. gastaut
7. dravet
8. clonus
9. clonic
10. cdkl5
11. cyclin AND kinase

And ICD-10-CM code ranges: G40*",128613002,Seizure disorder (disorder),1,http://snomed.info/sct/731000124108/version/20240301
105,Erectile Dysfunction,reviewed,,2024-04-28,,condition,Tuva-developed,,"Included:
1. Erectile dysfunction, whether characterized as organic, psychogenic, or unspecified.","Candidate codes were identified for review based on ""contains"" searches for:
1. erect
2. impot

And ICD-10-CM code ranges: N52*",860914002,Erectile dysfunction (disorder),1,http://snomed.info/sct/731000124108/version/20240301
106,Gastroesophageal Reflux,reviewed,,2024-04-28,,condition,Tuva-developed,,"Included:
1. Gastroesophageal reflux of any degree, whether or not characterized as ""gastroesophageal reflux disease"".
2. Any indication of the presence of an anti-reflux device in the stomach or esophagus


Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Symptoms that may be indicative of gastroesophageal reflux, including ""heartburn"", ""dyspepsia"", etc.","Candidate codes were identified for review based on ""contains"" searches for:
1. reflux AND esoph
2. reflux AND gastr
3. reflux AND ge
3. reflux AND stomach
4. GERD

And ICD-10-CM code ranges: K21*",235595009,Gastroesophageal reflux disease (disorder),1,http://snomed.info/sct/731000124108/version/20240301
107,Glaucoma,reviewed,,2024-04-28,,condition,Tuva-developed,,"Included:
1. Glaucoma of any type or severity

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. ""Glaucomatous flecks"", which describes a particular pattern of opacity in the lens of the eye which can be caused by glaucoma but can also be due to other causes.
2. ""Glaucoma suspect""
3. ""Preglaucoma""
4. Increased intraocular pressure (aka ""ocular hypertension"") without an assertion of glaucoma
5. Narrowness or closure of the iridocorneal angle without an assertion of glaucoma","Candidate codes were identified for review based on ""contains"" searches for:
1. glauc
2. aqu AND misdir

And ICD-10-CM code ranges: H40*",23986001,Glaucoma (disorder),1,http://snomed.info/sct/731000124108/version/20240301
108,Anthrax,reviewed,,2024-04-30,,condition,Tuva-developed,,"Included:
1. Any condition identified as ""anthrax""
2. Assertion of infection due to Bacillus anthracis.
3. Assertion of infection due to ""Bacillus cereus group"" (which is a group of bacterial organisms that, in many laboratory assays, are not distinguishable from each other).  B. cereus group is not to be confused with B. cereus, which is a species, distinct from B. antrhracis, also within the B. cereus group.
4. A positive laboratory test for Bacillus anthracis, Bacillus cereus group, or ""anthrax"" in general.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Exposure to anthrax","Candidate codes were identified for review based on ""contains"" searches for:
1. anthra
2. cereu
3. wool

And ICD-10-CM code ranges: A22*",409498004,Anthrax (disorder),1,http://snomed.info/sct/731000124108/version/20240301
109,"Anthrax, Laboratory Testing for",reviewed,,2024-04-30,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Bacillus anthracis or B. cereus group organisms, or components or toxins thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to B. anthracis or B. cereus group (e.g. tests for antibodies to that organism).

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Diagnostic tests that may be relevant to the diagnosis of this condition but are not specific to the condition, e.g. Gram stain or organism-nonspecific culture.","Candidate codes were identified for review based on ""contains"" searches for:
1. anthr
2. cereus",,,,
110,California Serogroup Virus Diseases,reviewed,,2024-04-30,,condition,Tuva-developed,,"Included:
1. Any infection with the viruses below, or the ""California serogroup"" of viruses generally
California encephalitis
Inkoo virus
Jamestown Canyon virus
Keystone virus
La Crosse virus
Snowshoe hare virus
Tahyna virus
Trivittatus virus
","Candidate codes were identified for review based on ""contains"" searches for:
1. california
2. Inkoo
3. jamestown
4. keystone
5. crosse
6. snowshoe
7. trivittatus
8. tahyna",418182000,Disease caused by California serogroup virus (disorder),1,http://snomed.info/sct/731000124108/version/20240301
111,"California Serogroup Viruses, Laboratory Testing for",reviewed,,2024-04-30,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of any of the viruses below (or the ""California serogroup"" of viruses generally), or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to one of the viruses below (or the ""California serogroup"" of viruses generally), e.g. tests for antibodies to that organism:
California encephalitis
Inkoo virus
Jamestown Canyon virus
Keystone virus
La Crosse virus
Snowshoe hare virus
Tahyna virus
Trivittatus virus","Candidate codes were identified for review based on ""contains"" searches for:
1. california
2. Inkoo
3. jamestown
4. keystone
5. crosse
6. snowshoe
7. trivittatus
8. tahyna",,,,
